Timestamp,SRD-BTC_USD
2025-04-28 21:52:43,94866.0005936176
2025-04-28 21:53:13,94868.0005333550
2025-04-28 21:53:43,94868.0004547684
2025-04-28 21:54:13,94876.0001297983
2025-04-28 21:54:43,94876.0005713919
2025-04-28 21:55:14,94880.0001372198
2025-04-28 21:55:44,94880.0009398216
2025-04-28 21:56:14,94880.0001120922
2025-04-28 21:56:44,94880.0006315474
2025-04-28 21:57:14,94876.0006487050
2025-04-28 21:57:44,94876.0004857569
2025-04-28 21:58:14,94867.0004564555
2025-04-28 21:58:44,94867.0001748151
2025-04-28 21:59:15,94861.0006552309
2025-04-28 21:59:45,94861.0005583431
2025-04-28 22:00:15,94861.0004078848
2025-04-28 22:00:45,94861.0007271622
2025-04-28 22:01:15,94850.0005826104
2025-04-28 22:01:45,94850.0005493849
2025-04-28 22:02:15,94836.0005652102
2025-04-28 22:02:45,94836.0009185994
2025-04-28 22:03:15,94818.0005698658
2025-04-28 22:03:45,94818.0002336129
2025-04-28 22:04:16,94788.0007203431
2025-04-28 22:04:46,94788.0004139497
2025-04-28 22:05:16,94779.0004507370
2025-04-28 22:05:46,94779.0002989006
2025-04-28 22:06:16,94749.0005752863
2025-04-28 22:06:46,94749.0003122335
2025-04-28 22:07:16,94725.0006636546
2025-04-28 22:07:46,94725.0004986209
2025-04-28 22:08:16,94712.0003088350
2025-04-28 22:08:46,94712.0007564376
2025-04-28 22:09:16,94701.0007366236
2025-04-28 22:09:47,94701.0005919491
2025-04-28 22:10:17,94694.0006923225
2025-04-28 22:10:47,94694.0003628438
2025-04-28 22:11:17,94690.0007910758
2025-04-28 22:11:47,94690.0003478107
2025-04-28 22:12:17,94687.0006482213
2025-04-28 22:12:47,94687.0003366858
2025-04-28 22:13:17,94679.0005782677
2025-04-28 22:13:47,94679.0009313203
2025-04-28 22:14:18,94671.0004969663
2025-04-28 22:14:48,94671.0003894972
2025-04-28 22:15:18,94664.0004398716
2025-04-28 22:15:48,94664.0002398365
2025-04-28 22:16:18,94659.0006088854
2025-04-28 22:16:48,94659.0005358643
2025-04-28 22:17:18,94644.0008599411
2025-04-28 22:17:48,94643.9999565646
2025-04-28 22:18:18,94635.0000774847
2025-04-28 22:18:48,94635.0007691021
2025-04-28 22:19:18,94635.0006066041
2025-04-28 22:19:49,94641.0003798172
2025-04-28 22:20:19,94641.0006806876
2025-04-28 22:20:49,94639.0003933694
2025-04-28 22:21:19,94639.0007792300
2025-04-28 22:21:49,94636.0005364900
2025-04-28 22:22:20,94636.0003794399
2025-04-28 22:22:50,94640.0004541070
2025-04-28 22:23:21,94640.0004658187
2025-04-28 22:23:51,94654.0001792930
2025-04-28 22:24:21,94654.0006949488
2025-04-28 22:24:51,94679.0000610812
2025-04-28 22:25:22,94679.0006600262
2025-04-28 22:25:52,94685.0007427584
2025-04-28 22:26:22,94685.0005078237
2025-04-28 22:26:52,94687.0003966903
2025-04-28 22:27:22,94687.0008358822
2025-04-28 22:27:53,94691.0004419579
2025-04-28 22:28:23,94691.0004276413
2025-04-28 22:28:53,94679.0004386184
2025-04-28 22:29:23,94679.0003655269
2025-04-28 22:29:53,94666.0001868321
2025-04-28 22:30:23,94666.0007816775
2025-04-28 22:30:53,94655.0006849434
2025-04-28 22:31:24,94655.0006239489
2025-04-28 22:31:54,94660.0003458178
2025-04-28 22:32:24,94660.0004446917
2025-04-28 22:32:54,94656.0008300449
2025-04-28 22:33:24,94656.0004849977
2025-04-28 22:33:54,94646.0004703426
2025-04-28 22:34:24,94646.0005583450
2025-04-28 22:34:54,94613.0005400325
2025-04-28 22:35:24,94613.0003538531
2025-04-28 22:35:55,94608.0005360533
2025-04-28 22:36:25,94608.0008731663
2025-04-28 22:36:55,94614.0007466224
2025-04-28 22:37:25,94614.0006572785
2025-04-28 22:37:55,94621.0006615980
2025-04-28 22:38:25,94621.0005333181
2025-04-28 22:38:55,94616.0005430416
2025-04-28 22:39:25,94616.0004878954
2025-04-28 22:39:55,94619.0006996446
2025-04-28 22:40:25,94619.0003647867
2025-04-28 22:40:56,94630.0005526547
2025-04-28 22:41:26,94630.0005970943
2025-04-28 22:41:56,94643.0006233337
2025-04-28 22:42:26,94643.0006350924
2025-04-28 22:42:56,94648.0005658398
2025-04-28 22:43:26,94648.0004161649
2025-04-28 22:43:56,94622.0002983497
2025-04-28 22:44:26,94622.0003289930
2025-04-28 22:44:56,94609.0002390118
2025-04-28 22:45:26,94609.0002295122
2025-04-28 22:45:56,94594.0005930355
2025-04-28 22:46:27,94594.0006888928
2025-04-28 22:46:57,94571.0004104351
2025-04-28 22:47:27,94571.0005097179
2025-04-28 22:47:57,94556.0006419983
2025-04-28 22:48:27,94556.0003843869
